stride,number,mis
198,31876416,606
198,32285088,607
198,32693760,607
198,33102432,603
198,33511104,604
198,33919776,605
198,34328448,605
198,34737120,606
198,35145792,605
198,35554464,605
198,35963136,589
198,36371808,603
198,36780480,604
198,37189152,603
198,37597824,602
198,38006496,603
198,38415168,599
198,38823840,605
198,39232512,603
198,39641184,603
198,40049856,603
198,40458528,604
198,40867200,604
198,41275872,604
198,41684544,600
198,42093216,603
198,42501888,604
198,42910560,605
198,43319232,601
198,43727904,603
198,44136576,604
198,44545248,603
198,44953920,603
198,45362592,599
198,45771264,602
198,46179936,598
198,46588608,603
198,46997280,601
198,47405952,600
198,47814624,596
198,48223296,602
198,48631968,600
198,49040640,599
198,49449312,601
198,49857984,601
198,50266656,601
198,50675328,601
198,51084000,603
198,51492672,603
198,51901344,603
198,52310016,600
198,52718688,603
198,53127360,603
198,53536032,604
198,53944704,599
198,54353376,599
198,54762048,599
198,55170720,601
198,55579392,597
198,55988064,603
198,56396736,599
198,56805408,601
198,57214080,599
198,57622752,602
198,58031424,601
198,58440096,601
198,58848768,601
198,59257440,602
198,59666112,602
198,60074784,601
198,60483456,601
198,60892128,603
198,61300800,602
198,61709472,599
198,62118144,589
198,62526816,599
198,62935488,601
198,63344160,599
198,63752832,598
198,64161504,601
198,64570176,598
198,64978848,598
198,65387520,600
199,409144,589
199,818288,704
199,1227432,791
199,1636576,821
199,2045720,789
199,2454864,755
199,2864008,746
199,3273152,737
199,3682296,713
199,4091440,704
199,4500584,684
199,4909728,679
199,5318872,673
199,5728016,669
199,6137160,666
199,6546304,651
199,6955448,644
199,7364592,650
199,7773736,648
199,8182880,647
199,8592024,645
199,9001168,641
199,9410312,639
199,9819456,639
199,10228600,628
199,10637744,631
199,11046888,624
199,11456032,623
199,11865176,623
199,12274320,610
199,12683464,599
199,13092608,612
199,13501752,614
199,13910896,608
199,14320040,610
199,14729184,615
199,15138328,609
199,15547472,610
199,15956616,615
199,16365760,603
199,16774904,611
199,17184048,603
199,17593192,611
199,18002336,609
199,18411480,603
199,18820624,610
199,19229768,611
199,19638912,609
199,20048056,610
199,20457200,611
199,20866344,611
199,21275488,610
199,21684632,605
199,22093776,605
199,22502920,610
199,22912064,607
199,23321208,607
199,23730352,608
199,24139496,607
199,24548640,606
199,24957784,606
199,25366928,609
199,25776072,607
199,26185216,608
199,26594360,605
199,27003504,606
199,27412648,608
199,27821792,595
199,28230936,597
199,28640080,606
199,29049224,597
199,29458368,594
199,29867512,599
199,30276656,601
199,30685800,597
199,31094944,604
199,31504088,603
199,31913232,602
199,32322376,604
199,32731520,602
199,33140664,602
199,33549808,606
199,33958952,605
199,34368096,603
199,34777240,600
199,35186384,604
199,35595528,604
199,36004672,602
199,36413816,603
199,36822960,605
199,37232104,605
199,37641248,605
199,38050392,605
199,38459536,602
199,38868680,604
199,39277824,588
199,39686968,601
199,40096112,603
199,40505256,602
199,40914400,602
199,41323544,598
199,41732688,602
199,42141832,604
199,42550976,600
199,42960120,603
199,43369264,605
199,43778408,602
199,44187552,601
199,44596696,602
199,45005840,603
199,45414984,604
199,45824128,604
199,46233272,603
199,46642416,602
199,47051560,603
199,47460704,603
199,47869848,604
199,48278992,599
199,48688136,590
199,49097280,601
199,49506424,602
199,49915568,600
199,50324712,602
199,50733856,599
199,51143000,604
199,51552144,600
199,51961288,602
199,52370432,604
199,52779576,603
199,53188720,602
199,53597864,600
199,54007008,603
199,54416152,600
199,54825296,600
199,55234440,599
199,55643584,601
199,56052728,604
199,56461872,601
199,56871016,597
199,57280160,600
199,57689304,601
199,58098448,599
199,58507592,599
199,58916736,594
199,59325880,600
199,59735024,599
199,60144168,600
199,60553312,600
199,60962456,596
199,61371600,600
199,61780744,602
199,62189888,599
199,62599032,600
199,63008176,601
199,63417320,601
199,63826464,601
199,64235608,599
199,64644752,599
199,65053896,601
199,65463040,598
200,409600,576
200,819200,666
200,1228800,751
200,1638400,772
200,2048000,767
200,2457600,748
200,2867200,731
200,3276800,701
200,3686400,697
200,4096000,675
200,4505600,659
200,4915200,653
200,5324800,653
200,5734400,642
200,6144000,643
200,6553600,630
200,6963200,632
200,7372800,631
200,7782400,631
200,8192000,365
200,8601600,619
200,9011200,616
200,9420800,606
200,9830400,614
200,10240000,611
200,10649600,610
200,11059200,610
200,11468800,610
200,11878400,601
200,12288000,607
200,12697600,599
200,13107200,597
200,13516800,595
200,13926400,599
200,14336000,599
200,14745600,597
200,15155200,599
200,15564800,595
200,15974400,596
200,16384000,594
200,16793600,592
200,17203200,593
200,17612800,594
200,18022400,574
200,18432000,587
200,18841600,584
200,19251200,588
200,19660800,588
200,20070400,583
200,20480000,585
200,20889600,588
200,21299200,579
200,21708800,587
200,22118400,588
200,22528000,587
200,22937600,587
200,23347200,586
200,23756800,586
200,24166400,588
200,24576000,588
200,24985600,588
200,25395200,585
200,25804800,583
200,26214400,587
200,26624000,586
200,27033600,588
200,27443200,582
200,27852800,587
200,28262400,586
200,28672000,585
200,29081600,586
200,29491200,586
200,29900800,586
200,30310400,585
200,30720000,583
200,31129600,585
200,31539200,569
200,31948800,580
200,32358400,585
200,32768000,584
200,33177600,583
200,33587200,585
200,33996800,578
200,34406400,585
200,34816000,586
200,35225600,572
200,35635200,580
200,36044800,582
200,36454400,582
200,36864000,583
200,37273600,582
200,37683200,578
200,38092800,581
200,38502400,584
200,38912000,584
200,39321600,582
200,39731200,581
200,40140800,584
200,40550400,583
200,40960000,581
200,41369600,584
200,41779200,583
200,42188800,569
200,42598400,582
200,43008000,582
200,43417600,579
200,43827200,583
200,44236800,576
200,44646400,582
200,45056000,582
200,45465600,580
200,45875200,583
200,46284800,583
200,46694400,582
200,47104000,579
200,47513600,581
200,47923200,580
200,48332800,582
200,48742400,580
200,49152000,583
200,49561600,582
200,49971200,583
200,50380800,582
200,50790400,582
200,51200000,570
200,51609600,579
200,52019200,581
200,52428800,579
200,52838400,574
200,53248000,581
200,53657600,582
200,54067200,580
200,54476800,580
200,54886400,581
200,55296000,581
200,55705600,581
200,56115200,579
200,56524800,582
200,56934400,581
200,57344000,581
200,57753600,583
200,58163200,581
200,58572800,579
200,58982400,570
200,59392000,581
200,59801600,580
200,60211200,580
200,60620800,575
200,61030400,581
200,61440000,579
200,61849600,580
200,62259200,583
200,62668800,581
200,63078400,580
200,63488000,580
200,63897600,581
200,64307200,580
200,64716800,581
200,65126400,582
200,65536000,581
201,408432,591
201,816864,749
201,1225296,847
201,1633728,682
201,2042160,723
201,2450592,739
201,2859024,721
201,3267456,722
201,3675888,714
201,4084320,693
201,4492752,684
201,4901184,678
201,5309616,670
201,5718048,652
201,6126480,645
201,6534912,652
201,6943344,652
201,7351776,628
201,7760208,640
201,8168640,642
201,8577072,638
201,8985504,634
201,9393936,633
201,9802368,629
201,10210800,616
201,10619232,617
201,11027664,624
201,11436096,623
201,11844528,618
201,12252960,619
201,12661392,615
201,13069824,617
201,13478256,617
201,13886688,613
201,14295120,612
201,14703552,613
201,15111984,615
201,15520416,613
201,15928848,612
201,16337280,603
201,16745712,612
201,17154144,610
201,17562576,604
201,17971008,610
201,18379440,608
201,18787872,608
201,19196304,608
201,19604736,606
201,20013168,607
201,20421600,608
201,20830032,604
201,21238464,607
201,21646896,584
201,22055328,604
201,22463760,605
201,22872192,602
201,23280624,603
201,23689056,600
201,24097488,605
201,24505920,602
201,24914352,602
201,25322784,602
201,25731216,605
201,26139648,605
201,26548080,602
201,26956512,604
201,27364944,606
201,27773376,605
201,28181808,604
201,28590240,605
201,28998672,597
201,29407104,603
201,29815536,604
201,30223968,603
201,30632400,602
201,31040832,605
201,31449264,598
201,31857696,603
201,32266128,604
201,32674560,604
201,33082992,601
201,33491424,601
201,33899856,598
201,34308288,590
201,34716720,598
201,35125152,601
201,35533584,594
201,35942016,597
201,36350448,601
201,36758880,593
201,37167312,601
201,37575744,600
201,37984176,600
201,38392608,600
201,38801040,602
201,39209472,601
201,39617904,602
201,40026336,588
201,40434768,595
201,40843200,598
201,41251632,600
201,41660064,529
201,42068496,594
201,42476928,596
201,42885360,600
201,43293792,599
201,43702224,600
201,44110656,596
201,44519088,586
201,44927520,598
201,45335952,600
201,45744384,598
201,46152816,596
201,46561248,593
201,46969680,598
201,47378112,600
201,47786544,597
201,48194976,599
201,48603408,598
201,49011840,599
201,49420272,597
201,49828704,599
201,50237136,601
201,50645568,599
201,51054000,597
201,51462432,599
201,51870864,597
201,52279296,601
201,52687728,598
201,53096160,597
201,53504592,593
201,53913024,597
201,54321456,598
201,54729888,596
201,55138320,597
201,55546752,600
201,55955184,596
201,56363616,597
201,56772048,599
201,57180480,600
201,57588912,596
201,57997344,599
201,58405776,599
201,58814208,599
201,59222640,545
201,59631072,596
201,60039504,597
201,60447936,597
201,60856368,593
201,61264800,596
201,61673232,598
201,62081664,596
201,62490096,593
201,62898528,599
201,63306960,597
201,63715392,595
201,64123824,597
201,64532256,597
201,64940688,593
201,65349120,598
202,408848,593
202,817696,722
202,1226544,850
202,1635392,825
202,2044240,817
202,2453088,766
202,2861936,733
202,3270784,689
202,3679632,696
202,4088480,679
202,4497328,678
202,4906176,672
202,5315024,664
202,5723872,656
202,6132720,660
202,6541568,652
202,6950416,651
202,7359264,651
202,7768112,643
202,8176960,629
202,8585808,633
202,8994656,637
202,9403504,590
202,9812352,608
202,10221200,605
202,10630048,608
202,11038896,605
202,11447744,607
202,11856592,605
202,12265440,607
202,12674288,600
202,13083136,604
202,13491984,597
202,13900832,604
202,14309680,607
202,14718528,607
202,15127376,605
202,15536224,606
202,15945072,603
202,16353920,603
202,16762768,606
202,17171616,606
202,17580464,605
202,17989312,606
202,18398160,605
202,18807008,605
202,19215856,602
202,19624704,602
202,20033552,603
202,20442400,605
202,20851248,603
202,21260096,605
202,21668944,603
202,22077792,604
202,22486640,601
202,22895488,605
202,23304336,598
202,23713184,601
202,24122032,601
202,24530880,603
202,24939728,601
202,25348576,595
202,25757424,587
202,26166272,596
202,26575120,599
202,26983968,600
202,27392816,602
202,27801664,594
202,28210512,600
202,28619360,592
202,29028208,595
202,29437056,599
202,29845904,601
202,30254752,594
202,30663600,594
202,31072448,600
202,31481296,599
202,31890144,594
202,32298992,599
202,32707840,595
202,33116688,598
202,33525536,599
202,33934384,599
202,34343232,600
202,34752080,599
202,35160928,597
202,35569776,599
202,35978624,599
202,36387472,600
202,36796320,598
202,37205168,595
202,37614016,582
202,38022864,594
202,38431712,596
202,38840560,598
202,39249408,595
202,39658256,598
202,40067104,597
202,40475952,597
202,40884800,597
202,41293648,593
202,41702496,596
202,42111344,598
202,42520192,595
202,42929040,595
202,43337888,593
202,43746736,598
202,44155584,598
202,44564432,595
202,44973280,585
202,45382128,592
202,45790976,593
202,46199824,593
202,46608672,594
202,47017520,594
202,47426368,586
202,47835216,594
202,48244064,594
202,48652912,592
202,49061760,591
202,49470608,595
202,49879456,595
202,50288304,593
202,50697152,596
202,51106000,596
202,51514848,596
202,51923696,591
202,52332544,590
202,52741392,594
202,53150240,594
202,53559088,594
202,53967936,594
202,54376784,595
202,54785632,595
202,55194480,594
202,55603328,583
202,56012176,593
202,56421024,594
202,56829872,593
202,57238720,590
202,57647568,594
202,58056416,595
202,58465264,594
202,58874112,594
202,59282960,596
202,59691808,594
202,60100656,594
202,60509504,596
202,60918352,595
202,61327200,592
202,61736048,595
202,62144896,596
202,62553744,546
202,62962592,593
202,63371440,591
202,63780288,594
202,64189136,591
202,64597984,589
202,65006832,594
202,65415680,595
203,409248,591
203,818496,732
203,1227744,844
203,1636992,809
203,2046240,807
203,2455488,785
203,2864736,760
203,3273984,737
203,3683232,716
203,4092480,696
203,4501728,668
203,4910976,669
203,5320224,666
203,5729472,654
203,6138720,648
203,6547968,644
203,6957216,645
203,7366464,644
203,7775712,642
203,8184960,640
203,8594208,629
203,9003456,631
203,9412704,629
203,9821952,622
203,10231200,615
203,10640448,622
203,11049696,619
203,11458944,622
203,11868192,613
203,12277440,618
203,12686688,615
203,13095936,617
203,13505184,614
203,13914432,609
203,14323680,605
203,14732928,608
203,15142176,585
203,15551424,594
203,15960672,600
203,16369920,601
203,16779168,599
203,17188416,602
203,17597664,597
203,18006912,600
203,18416160,598
203,18825408,596
203,19234656,599
203,19643904,601
203,20053152,603
203,20462400,602
203,20871648,595
203,21280896,602
203,21690144,602
203,22099392,602
203,22508640,603
203,22917888,600
203,23327136,602
203,23736384,595
203,24145632,600
203,24554880,599
203,24964128,600
203,25373376,599
203,25782624,601
203,26191872,596
203,26601120,598
203,27010368,598
203,27419616,598
203,27828864,600
203,28238112,602
203,28647360,599
203,29056608,594
203,29465856,587
203,29875104,588
203,30284352,597
203,30693600,598
203,31102848,597
203,31512096,595
203,31921344,597
203,32330592,595
203,32739840,598
203,33149088,599
203,33558336,593
203,33967584,595
203,34376832,598
203,34786080,598
203,35195328,598
203,35604576,598
203,36013824,591
203,36423072,596
203,36832320,596
203,37241568,593
203,37650816,595
203,38060064,590
203,38469312,592
203,38878560,597
203,39287808,596
203,39697056,597
203,40106304,592
203,40515552,586
203,40924800,590
203,41334048,594
203,41743296,591
203,42152544,590
203,42561792,591
203,42971040,594
203,43380288,594
203,43789536,594
203,44198784,593
203,44608032,595
203,45017280,596
203,45426528,595
203,45835776,592
203,46245024,593
203,46654272,595
203,47063520,595
203,47472768,595
203,47882016,594
203,48291264,595
203,48700512,595
203,49109760,586
203,49519008,588
203,49928256,528
203,50337504,592
203,50746752,594
203,51156000,589
203,51565248,587
203,51974496,590
203,52383744,594
203,52792992,590
203,53202240,594
203,53611488,593
203,54020736,594
203,54429984,591
203,54839232,595
203,55248480,593
203,55657728,594
203,56066976,590
203,56476224,592
203,56885472,594
203,57294720,593
203,57703968,592
203,58113216,587
203,58522464,591
203,58931712,591
203,59340960,590
203,59750208,592
203,60159456,592
203,60568704,589
203,60977952,591
203,61387200,593
203,61796448,594
203,62205696,590
203,62614944,593
203,63024192,594
203,63433440,589
203,63842688,592
203,64251936,591
203,64661184,593
203,65070432,587
203,65479680,591
204,408000,574
204,816000,703
204,1224000,832
204,1632000,823
204,2040000,787
204,2448000,756
204,2856000,730
204,3264000,722
204,3672000,709
204,4080000,654
204,4488000,664
204,4896000,661
204,5304000,656
204,5712000,651
204,6120000,644
204,6528000,644
204,6936000,643
204,7344000,632
204,7752000,627
204,8160000,630
204,8568000,623
204,8976000,624
204,9384000,620
204,9792000,618
204,10200000,618
204,10608000,612
204,11016000,610
204,11424000,608
204,11832000,607
204,12240000,599
204,12648000,604
204,13056000,599
204,13464000,603
204,13872000,602
204,14280000,603
204,14688000,603
204,15096000,601
204,15504000,596
204,15912000,594
204,16320000,595
204,16728000,600
204,17136000,598
204,17544000,598
204,17952000,590
204,18360000,597
204,18768000,594
204,19176000,590
204,19584000,573
204,19992000,585
204,20400000,592
204,20808000,589
204,21216000,593
204,21624000,593
204,22032000,588
204,22440000,591
204,22848000,582
204,23256000,588
204,23664000,591
204,24072000,592
204,24480000,590
204,24888000,585
204,25296000,589
204,25704000,588
204,26112000,588
204,26520000,589
204,26928000,590
204,27336000,587
204,27744000,585
204,28152000,589
204,28560000,590
204,28968000,589
204,29376000,589
204,29784000,588
204,30192000,586
204,30600000,590
204,31008000,589
204,31416000,587
204,31824000,587
204,32232000,587
204,32640000,580
204,33048000,582
204,33456000,585
204,33864000,586
204,34272000,585
204,34680000,583
204,35088000,577
204,35496000,586
204,35904000,586
204,36312000,586
204,36720000,581
204,37128000,586
204,37536000,585
204,37944000,584
204,38352000,587
204,38760000,582
204,39168000,584
204,39576000,586
204,39984000,584
204,40392000,585
204,40800000,583
204,41208000,584
204,41616000,582
204,42024000,585
204,42432000,585
204,42840000,583
204,43248000,573
204,43656000,582
204,44064000,582
204,44472000,582
204,44880000,582
204,45288000,583
204,45696000,584
204,46104000,584
204,46512000,580
204,46920000,584
204,47328000,583
204,47736000,583
204,48144000,581
204,48552000,583
204,48960000,584
204,49368000,584
204,49776000,582
204,50184000,582
204,50592000,584
204,51000000,585
204,51408000,584
204,51816000,577
204,52224000,581
204,52632000,583
204,53040000,569
204,53448000,579
204,53856000,582
204,54264000,582
204,54672000,583
204,55080000,582
204,55488000,584
204,55896000,584
204,56304000,581
204,56712000,583
204,57120000,582
204,57528000,584
204,57936000,581
204,58344000,583
204,58752000,583
204,59160000,583
204,59568000,579
204,59976000,579
204,60384000,579
204,60792000,579
204,61200000,577
204,61608000,582
204,62016000,582
204,62424000,580
204,62832000,581
204,63240000,582
204,63648000,581
204,64056000,582
204,64464000,581
204,64872000,583
204,65280000,579
205,408360,591
205,816720,667
205,1225080,844
205,1633440,829
205,2041800,778
205,2450160,772
205,2858520,745
205,3266880,728
205,3675240,707
205,4083600,688
205,4491960,669
205,4900320,663
205,5308680,595
205,5717040,617
205,6125400,613
205,6533760,615
205,6942120,634
205,7350480,629
205,7758840,627
205,8167200,629
205,8575560,628
205,8983920,618
205,9392280,613
205,9800640,618
205,10209000,600
205,10617360,398
205,11025720,609
205,11434080,609
205,11842440,607
205,12250800,605
205,12659160,607
205,13067520,604
205,13475880,599
205,13884240,605
205,14292600,603
205,14700960,603
205,15109320,603
205,15517680,602
205,15926040,603
205,16334400,601
205,16742760,592
205,17151120,576
205,17559480,585
205,17967840,589
205,18376200,585
205,18784560,589
205,19192920,591
205,19601280,590
205,20009640,588
205,20418000,589
205,20826360,590
205,21234720,589
205,21643080,592
205,22051440,592
205,22459800,593
205,22868160,587
205,23276520,582
205,23684880,583
205,24093240,589
205,24501600,590
205,24909960,591
205,25318320,591
205,25726680,584
205,26135040,588
205,26543400,588
205,26951760,590
205,27360120,592
205,27768480,590
205,28176840,589
205,28585200,587
205,28993560,590
205,29401920,592
205,29810280,590
205,30218640,590
205,30627000,589
205,31035360,588
205,31443720,588
205,31852080,590
205,32260440,592
205,32668800,589
205,33077160,585
205,33485520,589
205,33893880,590
205,34302240,591
205,34710600,590
205,35118960,588
205,35527320,583
205,35935680,579
205,36344040,587
205,36752400,588
205,37160760,589
205,37569120,585
205,37977480,581
205,38385840,588
205,38794200,586
205,39202560,589
205,39610920,586
205,40019280,588
205,40427640,589
205,40836000,588
205,41244360,585
205,41652720,585
205,42061080,585
205,42469440,586
205,42877800,587
205,43286160,582
205,43694520,587
205,44102880,588
205,44511240,589
205,44919600,586
205,45327960,584
205,45736320,577
205,46144680,584
205,46553040,584
205,46961400,584
205,47369760,582
205,47778120,584
205,48186480,584
205,48594840,586
205,49003200,583
205,49411560,585
205,49819920,587
205,50228280,586
205,50636640,583
205,51045000,586
205,51453360,585
205,51861720,587
205,52270080,583
205,52678440,585
205,53086800,586
205,53495160,586
205,53903520,583
205,54311880,582
205,54720240,583
205,55128600,584
205,55536960,582
205,55945320,583
205,56353680,586
205,56762040,523
205,57170400,582
205,57578760,584
205,57987120,584
205,58395480,581
205,58803840,584
205,59212200,583
205,59620560,584
205,60028920,583
205,60437280,585
205,60845640,585
205,61254000,584
205,61662360,573
205,62070720,581
205,62479080,585
205,62887440,579
205,63295800,579
205,63704160,584
205,64112520,583
205,64520880,582
205,64929240,584
205,65337600,583
206,408704,564
206,817408,699
206,1226112,794
206,1634816,790
206,2043520,780
206,2452224,752
206,2860928,733
206,3269632,715
206,3678336,698
206,4087040,687
206,4495744,671
206,4904448,658
206,5313152,653
206,5721856,641
206,6130560,636
206,6539264,637
206,6947968,635
206,7356672,631
206,7765376,630
206,8174080,627
206,8582784,621
206,8991488,626
206,9400192,618
206,9808896,616
206,10217600,610
206,10626304,605
206,11035008,591
206,11443712,584
206,11852416,595
206,12261120,599
206,12669824,597
206,13078528,597
206,13487232,596
206,13895936,598
206,14304640,592
206,14713344,593
206,15122048,585
206,15530752,595
206,15939456,595
206,16348160,596
206,16756864,595
206,17165568,596
206,17574272,592
206,17982976,589
206,18391680,588
206,18800384,592
206,19209088,591
206,19617792,592
206,20026496,592
206,20435200,585
206,20843904,589
206,21252608,588
206,21661312,590
206,22070016,592
206,22478720,589
206,22887424,591
206,23296128,589
206,23704832,589
206,24113536,588
206,24522240,590
206,24930944,589
206,25339648,590
206,25748352,591
206,26157056,589
206,26565760,584
206,26974464,571
206,27383168,586
206,27791872,586
206,28200576,585
206,28609280,586
206,29017984,584
206,29426688,586
206,29835392,583
206,30244096,586
206,30652800,586
206,31061504,585
206,31470208,584
206,31878912,584
206,32287616,585
206,32696320,585
206,33105024,584
206,33513728,586
206,33922432,579
206,34331136,580
206,34739840,584
206,35148544,586
206,35557248,586
206,35965952,582
206,36374656,586
206,36783360,583
206,37192064,583
206,37600768,585
206,38009472,583
206,38418176,569
206,38826880,581
206,39235584,582
206,39644288,584
206,40052992,582
206,40461696,577
206,40870400,581
206,41279104,583
206,41687808,586
206,42096512,580
206,42505216,584
206,42913920,580
206,43322624,584
206,43731328,584
206,44140032,579
206,44548736,584
206,44957440,582
206,45366144,584
206,45774848,581
206,46183552,582
206,46592256,581
206,47000960,583
206,47409664,582
206,47818368,573
206,48227072,580
206,48635776,579
206,49044480,581
206,49453184,579
206,49861888,578
206,50270592,582
206,50679296,582
206,51088000,578
206,51496704,581
206,51905408,582
206,52314112,581
206,52722816,577
206,53131520,580
206,53540224,581
206,53948928,580
206,54357632,579
206,54766336,580
206,55175040,582
206,55583744,582
206,55992448,578
206,56401152,582
206,56809856,581
206,57218560,583
206,57627264,580
206,58035968,581
206,58444672,581
206,58853376,580
206,59262080,581
206,59670784,581
206,60079488,579
206,60488192,574
206,60896896,579
206,61305600,580
206,61714304,580
206,62123008,580
206,62531712,581
206,62940416,582
206,63349120,579
206,63757824,581
206,64166528,580
206,64575232,580
206,64983936,579
206,65392640,580
207,409032,588
207,818064,714
207,1227096,852
207,1636128,816
207,2045160,781
207,2454192,762
207,2863224,745
207,3272256,728
207,3681288,707
207,4090320,687
207,4499352,680
207,4908384,663
207,5317416,658
207,5726448,654
207,6135480,649
207,6544512,644
207,6953544,641
207,7362576,633
207,7771608,631
207,8180640,630
207,8589672,627
207,8998704,623
207,9407736,623
207,9816768,615
207,10225800,608
207,10634832,615
207,11043864,613
207,11452896,607
207,11861928,606
207,12270960,602
207,12679992,603
207,13089024,604
207,13498056,603
207,13907088,601
207,14316120,602
207,14725152,602
207,15134184,602
207,15543216,593
207,15952248,593
207,16361280,593
207,16770312,596
207,17179344,596
207,17588376,596
207,17997408,595
207,18406440,595
207,18815472,586
207,19224504,591
207,19633536,591
207,20042568,592
207,20451600,592
207,20860632,591
207,21269664,592
207,21678696,589
207,22087728,587
207,22496760,592
207,22905792,589
207,23314824,589
207,23723856,589
207,24132888,588
207,24541920,583
207,24950952,585
207,25359984,587
207,25769016,588
207,26178048,587
207,26587080,586
207,26996112,586
207,27405144,582
207,27814176,587
207,28223208,587
207,28632240,587
207,29041272,586
207,29450304,587
207,29859336,580
207,30268368,582
207,30677400,583
207,31086432,586
207,31495464,585
207,31904496,585
207,32313528,583
207,32722560,584
207,33131592,584
207,33540624,585
207,33949656,585
207,34358688,585
207,34767720,581
207,35176752,583
207,35585784,584
207,35994816,584
207,36403848,583
207,36812880,579
207,37221912,583
207,37630944,583
207,38039976,583
207,38449008,582
207,38858040,577
207,39267072,578
207,39676104,582
207,40085136,580
207,40494168,581
207,40903200,578
207,41312232,581
207,41721264,582
207,42130296,582
207,42539328,582
207,42948360,579
207,43357392,581
207,43766424,580
207,44175456,580
207,44584488,578
207,44993520,581
207,45402552,581
207,45811584,581
207,46220616,580
207,46629648,520
207,47038680,580
207,47447712,581
207,47856744,581
207,48265776,577
207,48674808,581
207,49083840,582
207,49492872,581
207,49901904,578
207,50310936,579
207,50719968,580
207,51129000,577
207,51538032,575
207,51947064,578
207,52356096,580
207,52765128,580
207,53174160,577
207,53583192,578
207,53992224,579
207,54401256,579
207,54810288,577
207,55219320,579
207,55628352,580
207,56037384,579
207,56446416,578
207,56855448,580
207,57264480,577
207,57673512,579
207,58082544,575
207,58491576,579
207,58900608,577
207,59309640,578
207,59718672,575
207,60127704,579
207,60536736,577
207,60945768,575
207,61354800,578
207,61763832,577
207,62172864,578
207,62581896,576
207,62990928,532
207,63399960,578
207,63808992,570
207,64218024,575
207,64627056,577
207,65036088,577
207,65445120,576
208,409344,556
208,818688,684
208,1228032,815
208,1637376,819
208,2046720,790
208,2456064,752
208,2865408,725
208,3274752,710
208,3684096,660
208,4093440,648
208,4502784,649
208,4912128,636
208,5321472,632
208,5730816,627
208,6140160,620
208,6549504,617
208,6958848,610
208,7368192,611
208,7777536,610
208,8186880,603
208,8596224,575
208,9005568,587
208,9414912,586
208,9824256,578
208,10233600,585
208,10642944,583
208,11052288,583
208,11461632,581
208,11870976,582
208,12280320,578
208,12689664,573
208,13099008,569
208,13508352,577
208,13917696,574
208,14327040,573
208,14736384,574
208,15145728,572
208,15555072,574
208,15964416,573
208,16373760,566
208,16783104,566
208,17192448,569
208,17601792,569
208,18011136,569
208,18420480,568
208,18829824,567
208,19239168,568
208,19648512,560
208,20057856,560
208,20467200,566
208,20876544,563
208,21285888,563
208,21695232,566
208,22104576,565
208,22513920,561
208,22923264,563
208,23332608,564
208,23741952,565
208,24151296,565
208,24560640,563
208,24969984,563
208,25379328,558
208,25788672,562
208,26198016,561
208,26607360,562
208,27016704,562
208,27426048,559
208,27835392,558
208,28244736,559
208,28654080,559
208,29063424,560
208,29472768,561
208,29882112,560
208,30291456,558
208,30700800,559
208,31110144,560
208,31519488,559
208,31928832,559
208,32338176,557
208,32747520,556
208,33156864,557
208,33566208,559
208,33975552,558
208,34384896,559
208,34794240,555
208,35203584,555
208,35612928,557
208,36022272,559
208,36431616,559
208,36840960,557
208,37250304,556
208,37659648,557
208,38068992,557
208,38478336,558
208,38887680,556
208,39297024,553
208,39706368,557
208,40115712,556
208,40525056,557
208,40934400,555
208,41343744,555
208,41753088,554
208,42162432,556
208,42571776,556
208,42981120,552
208,43390464,555
208,43799808,555
208,44209152,552
208,44618496,556
208,45027840,553
208,45437184,554
208,45846528,554
208,46255872,555
208,46665216,551
208,47074560,555
208,47483904,555
208,47893248,555
208,48302592,551
208,48711936,554
208,49121280,554
208,49530624,556
208,49939968,500
208,50349312,553
208,50758656,555
208,51168000,554
208,51577344,553
208,51986688,553
208,52396032,554
208,52805376,554
208,53214720,553
208,53624064,554
208,54033408,554
208,54442752,555
208,54852096,551
208,55261440,554
208,55670784,555
208,56080128,554
208,56489472,551
208,56898816,553
208,57308160,554
208,57717504,552
208,58126848,552
208,58536192,553
208,58945536,554
208,59354880,550
208,59764224,553
208,60173568,552
208,60582912,553
208,60992256,550
208,61401600,553
208,61810944,553
208,62220288,550
208,62629632,552
208,63038976,553
208,63448320,552
208,63857664,551
208,64267008,552
208,64676352,554
208,65085696,550
208,65495040,552
209,407968,574
209,815936,601
209,1223904,655
209,1631872,753
209,2039840,762
209,2447808,748
209,2855776,710
209,3263744,691
209,3671712,687
209,4079680,671
209,4487648,665
209,4895616,662
209,5303584,650
209,5711552,644
209,6119520,638
209,6527488,637
209,6935456,637
209,7343424,627
209,7751392,628
209,8159360,618
209,8567328,613
209,8975296,617
209,9383264,616
209,9791232,613
209,10199200,609
209,10607168,607
209,11015136,606
209,11423104,604
209,11831072,603
209,12239040,595
209,12647008,597
209,13054976,594
209,13462944,598
209,13870912,599
209,14278880,599
209,14686848,593
209,15094816,595
209,15502784,594
209,15910752,589
209,16318720,591
209,16726688,593
209,17134656,592
209,17542624,590
209,17950592,589
209,18358560,592
209,18766528,589
209,19174496,586
209,19582464,587
209,19990432,586
209,20398400,586
209,20806368,587
209,21214336,587
209,21622304,588
209,22030272,585
209,22438240,578
209,22846208,583
209,23254176,583
209,23662144,584
209,24070112,585
209,24478080,584
209,24886048,582
209,25294016,580
209,25701984,581
209,26109952,583
209,26517920,583
209,26925888,583
209,27333856,581
209,27741824,575
